Gtype 1
Gr1_inner 53
Gr1_outer 85
Gr2_inner 53
Gr2_outer 85
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 36 22 0 62 6 -210 3.8 3.8 40 0 0 0
Tower 0 36 23 0 62 10 -210 3.8 3.8 40 0 0 0
Tower 0 36 24 0 62 14 -210 3.8 3.8 40 0 0 0
Tower 0 36 25 0 62 18 -210 3.8 3.8 40 0 0 0
Tower 0 36 26 0 62 22 -210 3.8 3.8 40 0 0 0
Tower 0 36 27 0 62 26 -210 3.8 3.8 40 0 0 0
Tower 0 36 28 0 62 30 -210 3.8 3.8 40 0 0 0
Tower 0 36 29 0 62 34 -210 3.8 3.8 40 0 0 0
Tower 0 36 30 0 62 38 -210 3.8 3.8 40 0 0 0
Tower 0 36 31 0 62 42 -210 3.8 3.8 40 0 0 0
Tower 0 36 32 0 62 46 -210 3.8 3.8 40 0 0 0
Tower 0 36 33 0 62 50 -210 3.8 3.8 40 0 0 0
Tower 0 36 34 0 62 54 -210 3.8 3.8 40 0 0 0
Tower 0 36 35 0 62 58 -210 3.8 3.8 40 0 0 0
Tower 0 37 8 0 66 -50 -210 3.8 3.8 40 0 0 0
Tower 0 37 9 0 66 -46 -210 3.8 3.8 40 0 0 0
Tower 0 37 10 0 66 -42 -210 3.8 3.8 40 0 0 0
Tower 0 37 11 0 66 -38 -210 3.8 3.8 40 0 0 0
Tower 0 37 12 0 66 -34 -210 3.8 3.8 40 0 0 0
Tower 0 37 13 0 66 -30 -210 3.8 3.8 40 0 0 0
Tower 0 37 14 0 66 -26 -210 3.8 3.8 40 0 0 0
Tower 0 37 15 0 66 -22 -210 3.8 3.8 40 0 0 0
Tower 0 37 16 0 66 -18 -210 3.8 3.8 40 0 0 0
Tower 0 37 17 0 66 -14 -210 3.8 3.8 40 0 0 0
Tower 0 37 18 0 66 -10 -210 3.8 3.8 40 0 0 0
Tower 0 37 19 0 66 -6 -210 3.8 3.8 40 0 0 0
Tower 0 37 20 0 66 -2 -210 3.8 3.8 40 0 0 0
Tower 0 37 21 0 66 2 -210 3.8 3.8 40 0 0 0
Tower 0 37 22 0 66 6 -210 3.8 3.8 40 0 0 0
Tower 0 37 23 0 66 10 -210 3.8 3.8 40 0 0 0
Tower 0 37 24 0 66 14 -210 3.8 3.8 40 0 0 0
Tower 0 37 25 0 66 18 -210 3.8 3.8 40 0 0 0
Tower 0 37 26 0 66 22 -210 3.8 3.8 40 0 0 0
Tower 0 37 27 0 66 26 -210 3.8 3.8 40 0 0 0
Tower 0 37 28 0 66 30 -210 3.8 3.8 40 0 0 0
Tower 0 37 29 0 66 34 -210 3.8 3.8 40 0 0 0
Tower 0 37 30 0 66 38 -210 3.8 3.8 40 0 0 0
Tower 0 37 31 0 66 42 -210 3.8 3.8 40 0 0 0
Tower 0 37 32 0 66 46 -210 3.8 3.8 40 0 0 0
Tower 0 37 33 0 66 50 -210 3.8 3.8 40 0 0 0
Tower 0 38 9 0 70 -46 -210 3.8 3.8 40 0 0 0
Tower 0 38 10 0 70 -42 -210 3.8 3.8 40 0 0 0
Tower 0 38 11 0 70 -38 -210 3.8 3.8 40 0 0 0
Tower 0 38 12 0 70 -34 -210 3.8 3.8 40 0 0 0
Tower 0 38 13 0 70 -30 -210 3.8 3.8 40 0 0 0
Tower 0 38 14 0 70 -26 -210 3.8 3.8 40 0 0 0
Tower 0 38 15 0 70 -22 -210 3.8 3.8 40 0 0 0
Tower 0 38 16 0 70 -18 -210 3.8 3.8 40 0 0 0
Tower 0 38 17 0 70 -14 -210 3.8 3.8 40 0 0 0
Tower 0 38 18 0 70 -10 -210 3.8 3.8 40 0 0 0
Tower 0 38 19 0 70 -6 -210 3.8 3.8 40 0 0 0
Tower 0 38 20 0 70 -2 -210 3.8 3.8 40 0 0 0
Tower 0 38 21 0 70 2 -210 3.8 3.8 40 0 0 0
Tower 0 38 22 0 70 6 -210 3.8 3.8 40 0 0 0
Tower 0 38 23 0 70 10 -210 3.8 3.8 40 0 0 0
Tower 0 38 24 0 70 14 -210 3.8 3.8 40 0 0 0
Tower 0 38 25 0 70 18 -210 3.8 3.8 40 0 0 0
Tower 0 38 26 0 70 22 -210 3.8 3.8 40 0 0 0
Tower 0 38 27 0 70 26 -210 3.8 3.8 40 0 0 0
Tower 0 38 28 0 70 30 -210 3.8 3.8 40 0 0 0
Tower 0 38 29 0 70 34 -210 3.8 3.8 40 0 0 0
Tower 0 38 30 0 70 38 -210 3.8 3.8 40 0 0 0
Tower 0 38 31 0 70 42 -210 3.8 3.8 40 0 0 0
Tower 0 38 32 0 70 46 -210 3.8 3.8 40 0 0 0
Tower 0 39 11 0 74 -38 -210 3.8 3.8 40 0 0 0
Tower 0 39 12 0 74 -34 -210 3.8 3.8 40 0 0 0
Tower 0 39 13 0 74 -30 -210 3.8 3.8 40 0 0 0
Tower 0 39 14 0 74 -26 -210 3.8 3.8 40 0 0 0
Tower 0 39 15 0 74 -22 -210 3.8 3.8 40 0 0 0
Tower 0 39 16 0 74 -18 -210 3.8 3.8 40 0 0 0
Tower 0 39 17 0 74 -14 -210 3.8 3.8 40 0 0 0
Tower 0 39 18 0 74 -10 -210 3.8 3.8 40 0 0 0
Tower 0 39 19 0 74 -6 -210 3.8 3.8 40 0 0 0
Tower 0 39 20 0 74 -2 -210 3.8 3.8 40 0 0 0
Tower 0 39 21 0 74 2 -210 3.8 3.8 40 0 0 0
Tower 0 39 22 0 74 6 -210 3.8 3.8 40 0 0 0
Tower 0 39 23 0 74 10 -210 3.8 3.8 40 0 0 0
Tower 0 39 24 0 74 14 -210 3.8 3.8 40 0 0 0
Tower 0 39 25 0 74 18 -210 3.8 3.8 40 0 0 0
Tower 0 39 26 0 74 22 -210 3.8 3.8 40 0 0 0
Tower 0 39 27 0 74 26 -210 3.8 3.8 40 0 0 0
Tower 0 39 28 0 74 30 -210 3.8 3.8 40 0 0 0
Tower 0 39 29 0 74 34 -210 3.8 3.8 40 0 0 0
Tower 0 39 30 0 74 38 -210 3.8 3.8 40 0 0 0
Tower 0 40 13 0 78 -30 -210 3.8 3.8 40 0 0 0
Tower 0 40 14 0 78 -26 -210 3.8 3.8 40 0 0 0
Tower 0 40 15 0 78 -22 -210 3.8 3.8 40 0 0 0
Tower 0 40 16 0 78 -18 -210 3.8 3.8 40 0 0 0
Tower 0 40 17 0 78 -14 -210 3.8 3.8 40 0 0 0
Tower 0 40 18 0 78 -10 -210 3.8 3.8 40 0 0 0
Tower 0 40 19 0 78 -6 -210 3.8 3.8 40 0 0 0
Tower 0 40 20 0 78 -2 -210 3.8 3.8 40 0 0 0
Tower 0 40 21 0 78 2 -210 3.8 3.8 40 0 0 0
Tower 0 40 22 0 78 6 -210 3.8 3.8 40 0 0 0
Tower 0 40 23 0 78 10 -210 3.8 3.8 40 0 0 0
Tower 0 40 24 0 78 14 -210 3.8 3.8 40 0 0 0
Tower 0 40 25 0 78 18 -210 3.8 3.8 40 0 0 0
Tower 0 40 26 0 78 22 -210 3.8 3.8 40 0 0 0
Tower 0 40 27 0 78 26 -210 3.8 3.8 40 0 0 0
Tower 0 40 28 0 78 30 -210 3.8 3.8 40 0 0 0
Tower 0 41 15 0 82 -22 -210 3.8 3.8 40 0 0 0
Tower 0 41 16 0 82 -18 -210 3.8 3.8 40 0 0 0
Tower 0 41 17 0 82 -14 -210 3.8 3.8 40 0 0 0
Tower 0 41 18 0 82 -10 -210 3.8 3.8 40 0 0 0
Tower 0 41 19 0 82 -6 -210 3.8 3.8 40 0 0 0
Tower 0 41 20 0 82 -2 -210 3.8 3.8 40 0 0 0
Tower 0 41 21 0 82 2 -210 3.8 3.8 40 0 0 0
Tower 0 41 22 0 82 6 -210 3.8 3.8 40 0 0 0
Tower 0 41 23 0 82 10 -210 3.8 3.8 40 0 0 0
Tower 0 41 24 0 82 14 -210 3.8 3.8 40 0 0 0
Tower 0 41 25 0 82 18 -210 3.8 3.8 40 0 0 0
Tower 0 41 26 0 82 22 -210 3.8 3.8 40 0 0 0
